Date,Time,Vendor Name,Invoice No,Amount,Department,Description,DayOfWeek,SecondsSinceMidnight,RollingVendorSpend,InvoiceDeviation,IF_Score,Anomaly_IF,Anomaly_LOF,LOF_Score,OCSVM_Score,Anomaly_OCSVM,FraudRiskScore
2025-05-11,23:03:10,"Hunter, Garcia and Acevedo",INV-126,4207.71,HR,Software purchase,6,82990,52622.090000000004,0.8395968290630669,-0.015155784291887353,1,1,1.0656820011138737,-0.7757320080347796,1,19.880977883849575
2025-05-12,07:19:39,"Hunter, Garcia and Acevedo",INV-142,2542.5,Finance, ,0,26379,55164.590000000004,0.5073246345144622,-0.050041644818787256,1,1,1.0121439499844165,-1.6984538550795172,1,5.4038159510872115
2025-05-14,10:40:55,"Hunter, Garcia and Acevedo",INV-131,1522.61,HR,Office supplies,2,38455,56687.200000000004,0.303818116719003,-0.03388171589331229,1,1,1.00976098528564,-1.901257590327532,1,2.6974097280930582
2025-05-16,03:03:36,"Hunter, Garcia and Acevedo",INV-105,4867.71,Marketing,Equipment,4,11016,61554.91,0.9712917194385025,-0.03806117117073232,1,1,0.9800558617097638,-1.197438714745136,1,12.289248703432618
2025-05-17,13:42:39,"Hunter, Garcia and Acevedo",INV-192,2595.64,HR,Maintenance,5,49359,64150.55,0.5179280685668116,-0.02972672115109687,1,1,1.025462388292797,-1.9717260348625665,1,1.9727676171417952
2025-05-17,07:56:29,"Hunter, Garcia and Acevedo",INV-120,3044.38,Marketing,Training,5,28589,67194.93000000001,0.6074686217593465,-0.03596303507504367,1,1,1.0066402548792694,-1.828646669025531,1,3.662541750958421
2025-05-18,12:31:47,"Hunter, Garcia and Acevedo",INV-165,4551.92,Marketing,Software purchase,6,45107,71746.85,0.9082797051481104,-0.03547097729079268,1,1,1.059523803064768,-2.063839406819529,1,1.0593601256393061
2025-05-19,02:37:43,"Hunter, Garcia and Acevedo",INV-119,3004.35,HR,License renewal,0,9463,74751.2,0.5994811271203635,-0.021526128992632898,1,1,1.0059186190623897,-1.0778169484126927,1,14.60897706217098
2025-05-20,19:53:00,"Hunter, Garcia and Acevedo",INV-114,1090.67,IT,Office supplies,1,71580,75841.87,0.21762979709966115,-0.020952568329648313,1,1,1.0587070507997582,-1.326899696009292,1,11.80672917437046
2025-05-23,05:48:08,"Hunter, Garcia and Acevedo",INV-159,3492.1,Finance,Training,4,20888,79333.97,0.6968056464849374,-0.06058115500672534,1,1,0.9908617819943043,-1.591073207668714,1,6.485637660412638
2025-05-24,23:50:07,"Hunter, Garcia and Acevedo",INV-158,4624.12,IT,Travel expenses,5,85807,83958.09,0.9226863280043323,-0.02413087293044197,1,-1,1.2562806589983129,-0.6467825179066153,1,24.327633011283734
2025-05-29,16:25:32,"Hunter, Garcia and Acevedo",INV-115,1674.86,HR,Software purchase,3,59132,85632.95,0.33419773347606374,-0.03190097179622048,1,1,0.9780784693063739,-1.7175931201207106,1,4.901783228224459
2025-06-01,18:00:41,"Hunter, Garcia and Acevedo",INV-192,100000.0,Operations,Office supplies,6,64841,182589.4,19.953771269005394,0.09313367085808827,-1,1,1.0936349352683914,0.10144433760338956,-1,34.3906833394773
2025-06-02,09:01:10,"Hunter, Garcia and Acevedo",INV-110,4015.25,IT,Office supplies,0,32470,184291.05,0.8011938008787391,-0.02709227691764704,1,1,0.9808293987251494,-1.3054620609302319,1,10.910738845394889
2025-06-05,18:27:29,"Hunter, Garcia and Acevedo",INV-186,1978.37,Operations,Equipment,3,66449,181799.05,0.394759424654622,-0.028446169454221015,1,1,1.0122824973383744,-0.8529612040892758,1,17.82040463739159
2025-06-06,20:44:08,"Hunter, Garcia and Acevedo",INV-144,3815.49,IT,Utility bill,4,74648,184134.09999999998,0.7613341473917739,-0.02986800291983044,1,1,0.9509342900917839,-0.6237801005935069,1,20.20300861173411
2025-06-06,09:18:30,"Hunter, Garcia and Acevedo",INV-172,2501.22,Finance,Maintenance,4,33510,184898.11,0.4990877177346167,-0.061771945849854126,1,1,0.9946856399932373,-1.2393528673140999,1,11.559121495764362
2025-06-08,00:06:27,"Hunter, Garcia and Acevedo",INV-122,5036.51,Marketing,Utility bill,6,387,186934.62,1.0049736853405837,-0.01729674057677527,1,1,1.044312240623301,-0.07355529218040502,1,29.597833720288698
2025-06-10,20:45:13,"Hunter, Garcia and Acevedo",INV-154,5286.59,IT,Maintenance,1,74713,186844.75999999998,1.0548740765301123,-0.022424662151080077,1,1,0.9640710876550418,-0.71134025368087,1,19.244016783377212
2025-06-11,12:41:47,"Hunter, Garcia and Acevedo",INV-189,2679.55,Marketing,Office supplies,2,45707,188799.24000000002,0.5346712780386341,-0.03360454837232535,1,1,0.9536160776959466,-1.3387344702656776,1,9.951489485781421
2025-06-12,21:06:33,"Hunter, Garcia and Acevedo",INV-125,1716.06,Operations,Utility bill,3,75993,187230.35,0.34241868723889396,-0.0224293309654634,1,1,0.9591559318431226,-0.45755755567773804,1,22.80713128583732
2025-06-12,04:54:00,"Hunter, Garcia and Acevedo",INV-137,4669.24,Operations,Software purchase,3,17640,189138.06,0.9316894696009075,-0.03413205108233125,1,1,0.9668853174893643,-0.951885606397024,1,15.672660530620824
2025-06-13,19:02:09,"Hunter, Garcia and Acevedo",INV-144,5037.93,IT,Travel expenses,4,68529,190250.86,1.0052570288926035,-0.02952884719079607,1,1,1.0336398321803895,-0.9856510020940235,1,16.210891681925922
2025-06-13,04:15:53,"Hunter, Garcia and Acevedo",INV-170,4001.99,HR,Equipment,4,15353,190252.85,0.798547930808469,-0.02700758353472782,1,1,0.9625328074696657,-0.8293724219232317,1,17.466440777355626
2025-06-16,22:24:01,"Hunter, Garcia and Acevedo",INV-178,1727.27,Marketing,Training,0,80641,187733.93,0.34465550499814945,-0.009819179192819938,1,1,0.9954285820819553,-0.21790289207426383,1,26.938290001018473
2025-06-17,02:18:58,"Hunter, Garcia and Acevedo",INV-116,2422.29,HR,License renewal,1,8338,189974.66,0.48333820607199074,-0.023381872807084425,1,1,1.0001659857589507,-0.40903546974052674,1,24.075376910481612
2025-06-20,01:36:38,"Hunter, Garcia and Acevedo",INV-187,815.26,Marketing,License renewal,4,5798,189140.77,0.16267511564769338,-0.023618217004298503,1,1,1.0038771455067814,-0.17738914790162852,1,27.44174298630422
2025-06-27,14:52:52,"Hunter, Garcia and Acevedo",INV-142,2273.64,Operations,License renewal,4,53572,190154.03,0.45367692508061425,-0.037485313546227916,1,1,0.9689527797958197,-1.2442382115522115,1,11.468468694965123
2025-06-30,12:38:29,"Hunter, Garcia and Acevedo",INV-110,3756.49,Marketing, ,0,45509,192596.34,0.7495614223430607,-0.02641056476039977,1,1,0.9820953830984391,-1.425413616660414,1,9.221208959497238
2025-06-30,15:01:20,"Hunter, Garcia and Acevedo",INV-143,3189.93,Operations,Utility bill,0,54080,192141.65,0.6365113358413838,-0.03133859193789307,1,1,0.9890303387158544,-1.3013017100591213,1,11.026925674373702
2025-04-05,15:52:02,"Jefferson, Gallagher and Tucker",INV-180,5890.6,IT,Utility bill,5,57122,5890.6,1.1705717125127248,-0.013472112821831805,1,1,0.9720820788662404,-0.482955484397376,1,22.75681123530028
2025-04-05,16:03:53,"Jefferson, Gallagher and Tucker",INV-129,50000.0,Marketing,Maintenance,5,57833,55890.6,9.935929383362685,0.03912193649809392,-1,-1,3.4331314367152643,-1.4620225527566184,1,44.72823322264316
2025-04-05,16:45:38,"Jefferson, Gallagher and Tucker",INV-175,1440.27,HR,Office supplies,5,60338,57330.869999999995,0.28620842025951554,-0.0232253609212677,1,1,0.9905828582203042,-1.711994031633882,1,5.285195010396433
2025-04-06,10:25:16,"Jefferson, Gallagher and Tucker",INV-167,2442.24,IT,,6,37516,59773.11,0.4853184835444737,-0.01727570433188247,1,1,1.0122055932647192,-1.9403696265479944,1,2.410178757308596
2025-04-08,17:40:49,"Jefferson, Gallagher and Tucker",INV-123,2936.37,IT,Training,1,63649,62709.479999999996,0.5835112992684938,-0.024384307699083563,1,1,0.9912574489001278,-1.6899050526834607,1,5.594520961516139
2025-04-11,09:40:09,"Jefferson, Gallagher and Tucker",INV-121,3717.57,Marketing, ,4,34809,66427.05,0.7387502599541524,-0.02738808385447672,1,1,1.0108473852553312,-1.970104632272033,1,1.8202143125491559
2025-04-14,22:25:32,"Jefferson, Gallagher and Tucker",INV-122,864.9,HR, ,0,80732,67291.95,0.17187170647340774,-0.0053567373186645395,1,1,1.086784263547004,-0.8778219348830518,1,18.861729043009813
2025-04-14,11:36:23,"Jefferson, Gallagher and Tucker",INV-181,3489.64,Finance,Travel expenses,0,41783,70781.59,0.6934563322671553,-0.04338099314984539,1,1,1.0320547760929426,-2.0283283678707775,1,1.0612499908308497
2025-04-16,03:51:19,"Jefferson, Gallagher and Tucker",INV-145,2554.38,Finance,Office supplies,2,13879,73335.97,0.5076027859654796,-0.047837756414560395,1,1,0.9992635197725003,-1.2858155179563724,1,11.158936764768008
2025-04-16,08:22:56,"Jefferson, Gallagher and Tucker",INV-146,3657.42,Finance,Travel expenses,2,30176,76993.39,0.7267973369059672,-0.05005124540097872,1,1,1.0184440820140772,-1.8754397103530813,1,2.959871719574895
2025-04-18,11:05:46,"Jefferson, Gallagher and Tucker",INV-129,4640.38,Marketing,Travel expenses,4,39946,81633.77,0.9221297598393708,-0.02757993819333715,1,1,1.031650887274438,-2.027260501888186,1,1.29698943213968
2025-04-18,03:08:22,"Jefferson, Gallagher and Tucker",INV-186,2589.15,Operations,,4,11302,84222.92,0.51451223125867,-0.04042033667874845,1,1,0.9998679805463876,-1.1197679898927468,1,13.651189730051069
2025-04-19,01:14:41,"Jefferson, Gallagher and Tucker",INV-116,859.63,Operations, ,5,4481,85082.55,0.17082445951640132,-0.0206927797600992,1,1,1.0255071122523511,-0.6758708479267987,1,20.65626455962074
2025-04-19,09:33:57,"Jefferson, Gallagher and Tucker",INV-139,5352.05,Finance,License renewal,5,34437,90434.6,1.0635518171245253,-0.04639054829569794,1,1,1.017505047218695,-1.9389802403210936,1,2.089092617672895
2025-04-19,20:56:31,"Jefferson, Gallagher and Tucker",INV-154,4465.08,Finance,Office supplies,5,75391,94899.68,0.8872943914213013,-0.041123863695640306,1,1,0.9904964753186334,-1.1480134772482877,1,13.102532562846855
2025-04-22,21:41:45,"Jefferson, Gallagher and Tucker",INV-146,1063.4,Finance,Office supplies,1,78105,95963.08,0.21131734612535763,-0.03204119855389281,1,1,0.9990912179257425,-0.868175878645463,1,17.36222795029827
2025-04-23,01:06:05,"Jefferson, Gallagher and Tucker",INV-193,6016.25,Marketing, ,2,3965,101979.33,1.195540703053115,-0.0118906043349849,1,1,0.9880240510398105,-0.7032241353084423,1,19.85399071160584
2025-04-26,07:48:25,"Jefferson, Gallagher and Tucker",INV-147,5764.09,Operations,Training,5,28105,107743.42,1.1454318239869405,-0.0341030646550044,1,1,0.9886601251574394,-1.673973513788475,1,5.64628557934662
2025-04-28,21:41:39,"Jefferson, Gallagher and Tucker",INV-194,1953.16,HR,Software purchase,0,78099,109696.58,0.3881291966881733,-0.014814287569698492,1,1,1.0180552453494596,-0.7602255507373563,1,19.425982295993236
2025-04-28,23:56:34,"Jefferson, Gallagher and Tucker",INV-130,3210.83,Operations,Office supplies,0,86194,112907.41,0.6380516028396482,-0.011706153169909528,1,1,1.1828298103198103,-0.30996900115904324,1,28.27624144707597
2025-04-28,11:05:47,"Jefferson, Gallagher and Tucker",INV-178,1842.32,IT,Maintenance,0,39947,114749.73,0.36610322843113485,-0.025199798774746707,1,-1,1.2645949802714058,-1.6102409797259902,1,10.636974384437844
2025-04-29,01:47:35,"Jefferson, Gallagher and Tucker",INV-133,4971.44,Operations,Utility bill,1,6455,119721.17,0.9879175354724917,-0.032670524457468764,1,1,1.184591433583398,-0.6416340548857598,1,23.25266305669413
2025-05-01,19:06:46,"Jefferson, Gallagher and Tucker",INV-125,2228.0,Operations,Training,3,68806,121949.17,0.44274501332264127,-0.033810666286769986,1,1,0.9894519769121922,-1.0609900153236573,1,14.438250691688475
2025-05-01,10:29:20,"Jefferson, Gallagher and Tucker",INV-129,2956.2,Finance,Software purchase,3,37760,124905.37,0.5874518888619354,-0.05798454151640842,1,1,1.0000469888559562,-1.5354774482445848,1,7.4503216584044
2025-05-03,02:29:06,"Jefferson, Gallagher and Tucker",INV-137,5493.72,IT,Utility bill,5,8946,130399.09,1.0917042794393452,-0.021500334436388324,1,1,1.0387138958245121,-0.7016549341633045,1,20.46462577213653
2025-05-04,11:20:18,"Jefferson, Gallagher and Tucker",INV-111,4230.26,IT, ,6,40818,134629.35,0.8406312926652768,-0.0175723761861436,1,1,1.031511186942678,-1.5230368994342705,1,8.657535931402196
2025-05-05,05:32:48,"Jefferson, Gallagher and Tucker",INV-170,75000.0,IT,Training,0,19968,209629.34999999998,14.903894075044029,0.05014309975818143,-1,-1,2.10143063345815,-1.5841023884391028,1,24.071406667517355
2025-05-06,00:14:36,"Jefferson, Gallagher and Tucker",INV-139,2371.18,IT,Travel expenses,1,876,212000.53,0.47119754070483866,-0.007490104099718231,1,1,1.123188847241141,-0.16653762345160672,1,29.536281174420793
2025-05-07,01:03:55,"Jefferson, Gallagher and Tucker",INV-186,1003.69,IT,,2,3835,213004.22,0.1994518592557459,-0.011157761848858638,1,1,1.0990105120466926,-0.2787780893144465,1,27.530581866209154
2025-05-08,03:57:11,"Jefferson, Gallagher and Tucker",INV-115,3839.85,HR,Equipment,3,14231,216844.06999999998,0.7630495688541042,-0.019948175924285882,1,1,1.0805137596770593,-1.0140949530803631,1,16.61193641777865
2025-05-08,06:06:17,"Jefferson, Gallagher and Tucker",INV-169,4745.62,IT,Utility bill,3,21977,215699.09,0.9430429040054726,-0.02514188877837109,1,1,1.0387046194750649,-1.351031931554786,1,11.114846541592264
2025-05-09,16:35:32,"Jefferson, Gallagher and Tucker",INV-126,1818.72,Operations,Maintenance,4,59732,167517.81,0.3614134697621877,-0.04486479894963713,1,1,0.9737181204570448,-1.0265281771512171,1,14.548121651886344
2025-05-09,15:52:33,"Jefferson, Gallagher and Tucker",INV-176,2706.75,Operations,Office supplies,4,57153,168784.29,0.537881537168339,-0.04544371638753486,1,1,0.9783674684297635,-1.1358943767788077,1,13.04054088336393
2025-05-10,17:14:38,"Jefferson, Gallagher and Tucker",INV-199,2736.64,HR,Software purchase,5,62078,169078.69,0.5438212357537132,-0.029175699862966975,1,1,0.9709889512456487,-1.0134593837625765,1,14.920790021755012
2025-05-10,06:19:35,"Jefferson, Gallagher and Tucker",INV-115,978.08,Marketing,,5,22775,167120.4,0.19436267622558753,-0.022784108006367043,1,1,0.9791641941067339,-0.8638209170770672,1,17.271812827493576
2025-05-12,16:48:57,"Jefferson, Gallagher and Tucker",INV-166,2798.4,Operations, ,0,60537,166201.23,0.5560940957280428,-0.032320318830683314,1,1,0.9733005454246454,-1.0610908698751835,1,14.226895431115642
2025-05-12,20:40:11,"Jefferson, Gallagher and Tucker",INV-137,2726.34,Operations,Utility bill,0,74411,168062.66999999998,0.5417744343007406,-0.017417492196008022,1,1,1.061239172026157,-0.5452789392231807,1,23.0845157511632
2025-05-12,03:10:42,"Jefferson, Gallagher and Tucker",INV-117,2094.69,HR,License renewal,0,11442,166667.72,0.4162538384007197,-0.018609723484115437,1,1,1.0872857574239874,-0.47756970535398935,1,24.40980247735158
2025-05-18,18:55:05,"Jefferson, Gallagher and Tucker",INV-122,1450.83,HR,Office supplies,6,68105,165564.16999999998,0.2883068885452817,-0.016695181869811615,1,1,0.9712329802484309,-0.7441230925181976,1,18.95921909585931
2025-05-19,16:22:28,"Jefferson, Gallagher and Tucker",INV-180,2958.54,HR, ,0,58948,164865.29,0.5879168903570768,-0.02550589858170732,1,1,0.9910003021943741,-1.1116771563455323,1,13.853605875962858
2025-05-19,12:47:11,"Jefferson, Gallagher and Tucker",INV-189,2500.88,Finance,Office supplies,0,46031,162725.79,0.4969713415252815,-0.04803020790060153,1,1,1.0844094681370195,-1.2739727488233328,1,12.544825204171264
2025-05-19,15:08:42,"Jefferson, Gallagher and Tucker",INV-130,4658.51,HR,License renewal,0,54522,164795.14999999997,0.9257325278337782,-0.02240761858325291,1,1,0.9990097728641565,-1.2950734662197583,1,11.386850366854553
2025-05-21,07:00:32,"Jefferson, Gallagher and Tucker",INV-147,3965.77,Finance,Maintenance,2,25232,167901.29,0.7880722134131648,-0.05209363746229212,1,1,0.9832214211180084,-1.1014899328992485,1,13.507415392831067
2025-05-21,10:30:04,"Jefferson, Gallagher and Tucker",INV-138,5438.23,IT,Maintenance,2,37804,167987.46999999997,1.0806773850096891,-0.029340264151670348,1,1,1.024609356370852,-1.4094601498939703,1,10.016375094365577
2025-05-21,15:03:37,"Jefferson, Gallagher and Tucker",INV-123,3578.05,HR,Training,2,54217,167100.44,0.7110250426028172,-0.03325271898465748,1,1,0.9885530060339406,-1.2407197150962403,1,11.860073412264477
2025-05-22,07:55:57,"Jefferson, Gallagher and Tucker",INV-142,3585.93,Marketing,Training,3,28557,169622.97,0.7125909450736351,-0.02770509466728449,1,1,0.9814643696643472,-1.165609406479124,1,12.913407820765183
2025-05-24,21:53:40,"Jefferson, Gallagher and Tucker",INV-136,5214.78,HR,Travel expenses,5,78820,168821.5,1.0362737165954414,-0.02367529694593873,1,1,1.122190753360232,-0.4537272751877026,1,25.178396784198647
2025-05-25,02:46:19,"Jefferson, Gallagher and Tucker",INV-111,3774.47,Operations,Utility bill,6,9979,166831.87999999998,0.7500573475924192,-0.030457827146559424,1,1,1.086223107312486,-0.4954536105574938,1,23.9688974338953
2025-05-29,21:14:03,"Jefferson, Gallagher and Tucker",INV-176,1820.67,Finance,Software purchase,3,76443,166699.39,0.36180097100813885,-0.04601899805321541,1,1,1.1156549462682177,-0.39965723014830346,1,25.539064351529326
2025-05-31,09:18:06,"Jefferson, Gallagher and Tucker",INV-146,8316.66,Operations,Equipment,5,33486,171805.22,1.6526749293087424,-0.026941837972909832,1,1,0.9991881840024679,-1.506433986872679,1,8.298314220394516
2025-06-02,18:29:47,"Jefferson, Gallagher and Tucker",INV-130,3312.82,Finance,Training,0,66587,173275.71999999997,0.6583189115958316,-0.04194335511490366,1,1,0.9763937278970335,-0.9017303070198288,1,16.415061582318398
2025-06-11,14:53:59,"Jefferson, Gallagher and Tucker",INV-182,4682.09,Finance,License renewal,2,53639,172986.37,0.930418312130972,-0.05334082194034584,1,1,1.0135693053614212,-1.312411075626521,1,10.904186360028168
2025-06-12,08:27:08,"Jefferson, Gallagher and Tucker",INV-130,4452.65,Marketing,License renewal,3,30428,175211.02000000002,0.8848243193765972,-0.027405269534519716,1,1,0.9932882260738161,-1.2600508765788518,1,11.73481616408394
2025-06-13,06:05:02,"Jefferson, Gallagher and Tucker",INV-145,4669.32,Operations,,4,21902,176924.13999999998,0.927880675766461,-0.04314354361941214,1,1,0.9689041737151325,-1.0505167920415346,1,14.16038283845504
2025-06-14,04:22:32,"Jefferson, Gallagher and Tucker",INV-177,4454.1,HR,Office supplies,5,15752,175884.52,0.8851124613287149,-0.020631835518091446,1,1,1.0057114311489666,-0.8063982752028096,1,18.504873759763424
2025-06-16,22:45:48,"Jefferson, Gallagher and Tucker",INV-133,3378.41,Marketing,,0,81948,175032.66999999998,0.6713528637609266,-0.008575311735644686,1,1,1.1429548455146779,-0.19178219447017497,1,29.442303713062216
2025-06-17,16:12:52,"Jefferson, Gallagher and Tucker",INV-149,1686.24,HR,License renewal,1,58372,101718.91,0.3350872312680299,-0.02124673187235815,1,1,1.0173236251510664,-1.5878079797160147,1,7.474431241241966
2025-06-20,15:06:22,"Jefferson, Gallagher and Tucker",INV-121,3152.06,HR,Equipment,4,54382,102499.79000000001,0.6263729114424438,-0.031928589440609945,1,1,1.0359808294911512,-1.7222796966750877,1,5.663309136096806
2025-06-22,08:43:02,"Jefferson, Gallagher and Tucker",INV-116,1635.01,Marketing, ,6,31382,103131.11,0.3249068780218365,-0.021607966840304638,1,1,0.9810725470296516,-1.6221992326720915,1,6.4578318888757344
2025-06-23,12:47:46,"Jefferson, Gallagher and Tucker",INV-155,3961.11,Finance,Office supplies,0,46066,103252.37,0.7871461847946354,-0.047153665727856287,1,1,1.1730966827716465,-1.8349254831715136,1,5.7956750421371845
2025-06-24,23:00:57,"Jefferson, Gallagher and Tucker",INV-187,3948.73,Operations,Office supplies,1,82857,102455.48000000001,0.7846860486793148,-0.0157836763036589,1,1,1.0222707916974711,-0.6528081559372367,1,21.01041674035338
2025-06-25,00:44:15,"Jefferson, Gallagher and Tucker",INV-115,3997.16,IT,Software purchase,2,2655,104633.92,0.7943099898800399,-0.015555516450901252,1,1,0.9934956950368286,-0.5247373737782617,1,22.43535751958366
2025-06-25,20:14:09,"Jefferson, Gallagher and Tucker",INV-193,3977.43,HR,Consulting fee,2,72849,105904.6,0.7903892721453649,-0.02572320772699388,1,1,0.9854248554703604,-1.1420628916739197,1,13.335617375249806
2025-06-26,19:40:45,"Jefferson, Gallagher and Tucker",INV-162,1584.96,Marketing,,3,70845,104752.92,0.3149610127090905,-0.02433132308095265,1,1,0.9743997421103991,-1.1418525630992171,1,13.20070423338296
2025-06-26,03:00:27,"Jefferson, Gallagher and Tucker",INV-182,817.3,HR,Software purchase,3,10827,104592.14,0.16241270170044647,-0.017706619936292856,1,1,0.9842054663772537,-0.8504866590977187,1,17.607603331590642
2025-06-27,08:07:48,"Jefferson, Gallagher and Tucker",INV-186,4287.79,IT,Maintenance,4,29268,106081.53,0.8520635730137739,-0.03174162864442781,1,1,0.9761686723480001,-1.6592163104701534,1,5.712535700022945
2025-06-29,20:01:51,"Jefferson, Gallagher and Tucker",INV-170,1919.28,HR,Maintenance,6,72111,105274.47,0.3813966109380067,-0.01719981061722181,1,1,0.9804830764019951,-1.096118767872209,1,14.044706226518915
2025-06-30,13:03:11,"Jefferson, Gallagher and Tucker",INV-190,1865.91,Operations,Equipment,0,46991,105045.68999999999,0.3707909999142054,-0.033457475968037,1,1,1.14722371644074,-1.7222424714946243,1,7.234681266865964
2025-07-01,14:48:27,"Jefferson, Gallagher and Tucker",INV-171,4729.69,Marketing, ,1,53307,108324.55,0.9398773169039332,-0.026817815434380998,1,1,1.090439146117196,-1.7435970065359783,1,6.210982129508967
2025-04-05,17:58:54,Lucas-Smith,INV-181,2845.8,IT,Consulting fee,5,64734,2845.8,0.5284102719277358,-0.015732270322665165,1,1,1.0245765997360212,-0.09491736772675452,1,29.03181324129873
2025-04-06,00:51:03,Lucas-Smith,INV-166,3033.47,Operations,Equipment,6,3063,5879.27,0.5632569778567112,-0.023209205933056865,1,-1,1.2170947072494793,0.6655486057071407,-1,42.56918896961197
2025-04-09,13:28:18,Lucas-Smith,INV-186,2941.26,HR,Utility bill,2,48498,8820.53,0.5461353561073063,-0.03123830536280947,1,1,0.9869287207449989,-0.6950959587860055,1,19.677671772830916
2025-04-10,03:15:07,Lucas-Smith,INV-113,1009.12,Operations,Training,3,11707,9829.65,0.18737415616266667,-0.024926553720955702,1,1,1.0537287931171746,0.06303406184688853,-1,31.579044731859458
2025-04-13,12:43:19,Lucas-Smith,INV-149,4223.79,HR,Software purchase,6,45799,14053.44,0.7842764855104545,-0.013905508986724546,1,1,0.9708007223765589,-0.9653152629064152,1,15.82603462384114
2025-04-14,20:27:28,Lucas-Smith,INV-156,7095.61,Finance,Utility bill,0,73648,21149.05,1.3175181704944696,-0.02601806253818162,1,1,1.0797797624174912,-0.6252034469172649,1,22.08250713697638
2025-04-14,03:11:51,Lucas-Smith,INV-135,4284.39,HR,Software purchase,0,11511,25433.440000000002,0.7955287388236953,-0.012121981470944954,1,1,1.014498363740484,-0.5814719777615664,1,21.97292253700657
2025-04-17,09:42:40,Lucas-Smith,INV-140,2245.47,HR,Consulting fee,3,34960,27678.91,0.4169405486350316,-0.03077453961087212,1,1,1.0414117362085216,-1.359016880551117,1,10.958634809329931
2025-04-19,05:39:00,Lucas-Smith,INV-170,2539.99,Operations,Maintenance,5,20340,30218.9,0.4716272424603731,-0.03574466123666431,1,1,1.0253001742217793,-1.0656100739455567,1,14.857671985724696
2025-04-20,02:15:32,Lucas-Smith,INV-117,5810.35,HR,Utility bill,6,8132,36029.25,1.0788701326499825,-0.0155319685503853,1,1,1.0857416816887742,-0.7216761253317472,1,20.936747461775752
2025-04-21,21:03:44,Lucas-Smith,INV-120,4625.5,IT,Software purchase,0,75824,40654.75,0.8588662986863947,-0.005900635920783215,1,1,1.0214622097467279,-1.0061435074850351,1,16.081433303627925
2025-04-21,11:28:37,Lucas-Smith,INV-149,3221.49,Marketing,,0,41317,43876.24,0.5981686720473968,-0.02495734656833315,1,1,1.012329319694763,-1.8177069964234605,1,4.058199899728754
2025-04-24,12:43:44,Lucas-Smith,INV-161,2091.48,Finance,License renewal,3,45824,45967.72,0.38834757029004885,-0.06337602843952933,1,1,1.0048505130767533,-1.8234930910669078,1,3.3182159796676407
2025-04-27,22:06:15,Lucas-Smith,INV-196,2725.51,Finance, ,6,79575,48693.23,0.5060747347817005,-0.04686940669496498,1,1,1.0386642391486196,-0.8895287189646375,1,17.410792797189583
2025-04-29,11:02:42,Lucas-Smith,INV-189,2940.09,Operations,License renewal,1,39762,51633.32,0.5459181096324467,-0.04681655431616649,1,1,1.008909836747076,-1.9083886284743699,1,2.397928513799207
2025-04-30,02:26:51,Lucas-Smith,INV-104,10000.0,Finance,Software purchase,2,8811,61633.32,1.8568074774324823,-0.043263660172032314,1,1,1.013191598709691,-1.1989285137866226,1,12.667854942265123
2025-05-01,17:48:00,Lucas-Smith,INV-173,3014.24,IT,Software purchase,3,64080,64647.56,0.5596863370776085,-0.03250629862785642,1,1,0.9934074551301142,-1.6842900086379835,1,5.589410434577885
2025-05-03,07:33:32,Lucas-Smith,INV-164,4124.08,Finance, ,5,27212,68771.64,0.7657622581529752,-0.057706880500765556,1,1,1.0276446513913116,-1.8290356485445436,1,3.6463853847678482
2025-05-03,17:44:15,Lucas-Smith,INV-177,1838.86,Finance,Utility bill,5,63855,70610.5,0.34144089979514947,-0.05542362255414357,1,1,0.9866731724271917,-1.6565044515779057,1,5.5626931175596255
2025-05-04,22:10:04,Lucas-Smith,INV-137,4981.09,Finance,Consulting fee,6,79804,75591.59,0.9248925157764164,-0.04258220524369666,1,1,1.111695742530898,-1.05081072595177,1,16.20864136528485
2025-05-07,06:37:26,Lucas-Smith,INV-151,2572.66,IT,Equipment,2,23846,78164.25,0.477693432489145,-0.038311214267301885,1,1,1.005748681562635,-1.6640627390346516,1,5.972600181422117
2025-05-07,19:19:22,Lucas-Smith,INV-183,2332.05,Marketing,Training,2,69562,80496.3,0.4330167877746421,-0.02525668248245483,1,1,1.0304071726757316,-1.4355361229092125,1,9.784507944367208
2025-05-08,01:04:38,Lucas-Smith,INV-141,3527.87,HR,Training,3,3878,84024.17,0.6550575395409731,-0.024218220203521934,1,1,1.0374435325212077,-0.742369412186946,1,19.824590828204787
2025-05-09,04:37:44,Lucas-Smith,INV-157,405.77,Operations,Training,4,16664,84429.94,0.07534367701177784,-0.030421299267623936,1,1,0.9689942137540047,-1.2833285412439785,1,11.010522544037531
2025-05-10,21:44:02,Lucas-Smith,INV-129,1305.05,IT,Office supplies,5,78242,85734.99,0.2423226598423261,-0.012799545088236886,1,1,1.053956237576875,-0.9587903943599265,1,17.125875566489533
2025-05-11,08:27:30,Lucas-Smith,INV-190,1482.3,Operations, ,6,30450,87217.29,0.27523457237981686,-0.03650913554267188,1,1,0.996742289014839,-1.7453414405249283,1,4.705737387439438
2025-05-11,18:37:09,Lucas-Smith,INV-161,3926.02,Operations, ,6,67029,91143.31,0.7289863292549474,-0.035665238286790524,1,1,0.9808068829207122,-1.5190393285677892,1,7.729762437197397
